Primary Number,OTIS ID,Property Number,Name,Aliases and Alias Types,St Number,St Name,City,County,Zip,Vicinity,Other Geography,Evaluation Info,District Elements,Parent District,Assoc Resources,Parcel Num,MilePost,Ownership,Construction Year(s),oCode,Date Modified,Export Date
01-004209,414062,11241,"THE AVERY, HOTEL FREMONT",01-4623-006^Survey Number,524,8TH ST,OAKLAND,ALAMEDA,94607,,,"2D, 09/30/1995, 4623-3870-0000 | 3D, 05/31/1984, 4623-0100-0030",,414070,,1 203 9,,P,1909,o37122g3 | o37122h3,4/5/2018,9/23/2022
01-004210,414063,11242,BALDWIN HOTEL,01-4623-006^Survey Number,529,8TH ST,OAKLAND,ALAMEDA,94607,,,"2D, 09/30/1995, 4623-3872-0000 | 3D, 05/31/1984, 4623-0100-0031",,414070,,1 203 13,,P,1908,o37122g3 | o37122h3,4/5/2018,9/23/2022
01-004211,414064,11243,LESTER HOUSE,01-4623-006^Survey Number,539,8TH ST,OAKLAND,ALAMEDA,94607,,,"3D, , 4623-0100-0032",,414070,,1 203 11,,P,1878,o37122g3 | o37122h3,4/5/2018,9/23/2022
01-004463,414292,11500,,,55,8TH ST,OAKLAND,ALAMEDA,94607,,,"2D2, 05/29/2009, HUD090410F | 2D2, 05/29/2009, HUD090410F | 2D2, 05/29/2009, HUD090410F | 3D, , 4623-0137-0110",,414307,,1 169 7,,P,1897,o36121h8 | o37122g3,4/5/2018,9/23/2022
01-004464,414293,11501,SULLIVAN HOUSE,01-4623-006^Survey Number,59,8TH ST,OAKLAND,ALAMEDA,94607,,,"2D2, 05/29/2009, HUD090410F | 2D2, 05/29/2009, HUD090410F | 2D2, 05/29/2009, HUD090410F | 3D, , 4623-0137-0111",,414307,,1 169 6,,P,1896,o36121h8 | o37122g3,4/5/2018,9/23/2022
01-004052,413881,11084,DAVIS HOUSE,01-4623-006^Survey Number,591,8TH ST,OAKLAND,ALAMEDA,94607,,,"7N, , 4623-0088-0035",,413933,,1 209 5,,P,1890,o37122a1 | o37122g3,4/5/2018,9/23/2022
01-004053,413882,11085,DAVIS HOUSE,01-4623-006^Survey Number,595,8TH ST,OAKLAND,ALAMEDA,94607,,,"3D, , 4623-0088-0036",,413933,,1 209 5,,P,1871,o37122a1 | o37122g3,4/5/2018,9/23/2022
01-001099,490129,93260,SPIELBAUER STORE,01-4623-009^Survey Number,600,8TH ST,OAKLAND,ALAMEDA,94607,,JEFFERSON (Corridor),"5S2, 09/30/1995, 4623-4861-0000 | 7R, 09/30/1994, 4623-1454-0000",,,,001-0211-016-00,,P,1929,o37122g3,4/5/2018,9/23/2022
01-004465,414294,11502,JOSEPHS HOUSE,01-4623-006^Survey Number,61,8TH ST,OAKLAND,ALAMEDA,94607,,,"2D2, 05/29/2009, HUD090410F | 2D2, 05/29/2009, HUD090410F | 2D2, 05/29/2009, HUD090410F | 3D, , 4623-0137-0112",,414307,,1 169 5,,P,1892,o36121h8 | o37122g3,4/5/2018,9/23/2022
01-001100,490130,93261,ROMANI BUILDING,01-4623-009^Survey Number,626,8TH ST,OAKLAND,ALAMEDA,94607,,,"6Z, 09/30/2005, 4623-4862-0000 | 7R, 09/30/1994, 4623-1455-0000",,,,001-0211-007-00,,P,1929,o37122g3,4/5/2018,9/23/2022
01-004054,413883,11086,,,634,8TH ST,OAKLAND,ALAMEDA,94607,,,"7N, , 4623-0088-0037",,413933,,1 211 8,,P,1870,o37122a1 | o37122g3,4/5/2018,9/23/2022
01-004055,413884,11087,,,650,8TH ST,OAKLAND,ALAMEDA,94607,,,"7N, , 4623-0088-0038",,413933,,1 217 9,,P,1901,o37122a1 | o37122g3,4/5/2018,9/23/2022
01-004056,413885,11088,WHITCHER HOUSE,01-4623-006^Survey Number | OAK GENERAL HOSPITAL^Other Name | WITCHER HOUSE^Other Name,658,8TH ST,OAKLAND,Alameda,94607,,,"3B, , 4623-0088-0039",,413933,,1 217 10,,,1875,o37122a1 | o37122g3,9/20/2022,9/23/2022
01-003706,413554,10736,THOMAS MAHONEY HOUSE SITE,,669,8TH ST,OAKLAND,ALAMEDA,94607,,,"2S, 10/28/1977, 65000872 | 3S, 01/01/1978, 4623-0036-0000",,,,,,U,,o37122g3 | o37122h3,4/5/2018,9/23/2022
01-004057,413886,11089,STEVENS HOUSE,01-4623-006^Survey Number,672,8TH ST,OAKLAND,ALAMEDA,94607,,,"3B, , 4623-0088-0040",,413933,,1 217 11,,P,1874,o37122a1 | o37122g3,4/5/2018,9/23/2022
01-001101,490131,93262,MARSHALL & BURKS GARAGE-CASTRO GARAGE,01-4623-009^Survey Number,676,8TH ST,OAKLAND,ALAMEDA,94607,,9TH ST (Corridor),"6Z, 09/30/1995, 4623-4863-0000 | 7R, 09/30/1994, 4623-1456-0000",,,,001-0217-002-00,,P,1926,o37122g3,4/5/2018,9/23/2022
01-001097,490127,93258,OAKLAND TRIBUNE GARAGE,01-4623-009^Survey Number,77,8TH ST,OAKLAND,ALAMEDA,94607,,,"5S2, 09/30/1995, 4623-4860-0000 | 7R, 09/30/1994, 4623-1452-0000",,,,001-0169-003-00,,P,1920,o37122g3,4/5/2018,9/23/2022
01-009718,500305,106525,AMOS TEMPLE CHRISTIAN METHODIST EPISCOPAL CHURCH,,1500,90TH AVE,OAKLAND,ALAMEDA,94603,,HOLLY ST (Corridor),"7R, 01/27/1997, 4623-3402-0000",,,,046 5432 010 00,,P,1925,,4/5/2018,9/23/2022
,520228,177828,,,1609,90TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 02/10/2010, HUD100111hh | 6Y, 03/24/2010, HUD100225JJ",,,,043-4587-010-00,,P,1925,,4/5/2018,9/23/2022
,520237,177838,,,1647,90TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 02/10/2010, HUD100111ii",,,,043-4587-004-00,,P,1920,,4/5/2018,9/23/2022
01-009906,500716,107178,,,1710,90TH AVE,OAKLAND,ALAMEDA,,,,"6Y, 03/25/1997, HUD970213I",,,,,,P,1915,,4/5/2018,9/23/2022
01-009944,502827,109662,,,1739,90TH AVE,OAKLAND,ALAMEDA,,,,"6Y, 05/02/2014, HUD_2014_0421_007 | 6Y, 07/08/1997, HUD970624C",,,,,,P,1941,,4/5/2018,9/23/2022
,520082,177905,,,2007,90TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 02/10/2010, HUD100111LL",,,,043-4598-010-00,,P,1924,,4/5/2018,9/23/2022
,520155,177856,,,2260,90TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 02/10/2010, HUD100111KK",,,,046-5472-024-00,,P,1915,o36119c6,4/5/2018,9/23/2022
,512201,186005,,,2300,90TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 03/24/2010, HUD100225OO",,,,046-5472-001-00,,P,1920,,4/5/2018,9/23/2022
,520219,177818,,,2349,90TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 02/10/2010, HUD100111gg",,,,043-4609-011-00,,P,1941,,4/5/2018,9/23/2022
,520212,177811,,,2400,90TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 02/10/2010, HUD100111ff",,,,046-5484-001-00,,P,1940,,4/5/2018,9/23/2022
01-008499,496905,102355,,,2427,90TH AVE,OAKLAND,ALAMEDA,,,,"6Y, 05/20/1996, HUD960409G",,,,,,P,1946,,4/5/2018,9/23/2022
,681348,,2531 90th Ave,,2531,90th Ave,Oakland,Alameda,94605,,,"6Y, 06/10/2013, HUD_2013_0513_002",,,,043A-4638-019-03,,,1927,o37122g3,5/4/2020,9/23/2022
,513600,184529,,,929,90TH AVE,OAKLAND,ALAMEDA,94621,,,"6Y, 09/15/2010, HUD100907OP",,,,042-4286-010-00,,P,1944,,4/5/2018,9/23/2022
01-008471,496727,102119,,,971,90TH AVE,OAKLAND,ALAMEDA,,,,"6Y, 04/29/1996, HUD960320A",,,,,,,1944,,4/5/2018,9/23/2022
01-008202,489802,92886,,,1207,91ST AVE,OAKLAND,ALAMEDA,,,,"6Y, 11/23/1994, HUD941017F",,,,,,P,1941,,4/5/2018,9/23/2022
01-006934,479319,80411,,,1212,91ST AVE,OAKLAND,ALAMEDA,,,,"6Y, 02/19/1993, HUD930208B",,,,,,U,1942,,4/5/2018,9/23/2022
01-008523,497511,103235,,,1214,91ST AVE,OAKLAND,ALAMEDA,,,,"6Y, 08/19/1996, HUD960502B",,,,,,P,1930,,4/5/2018,9/23/2022
,519956,177977,,,1228,91ST AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 02/10/2010, HUD100111zz",,,,044-4954-022-00,,P,1935,o33117d3,4/5/2018,9/23/2022
01-008162,488322,91105,,,1232,91ST AVE,OAKLAND,ALAMEDA,,,,"6Y, 08/29/1994, HUD940725E",,,,,,P,1918,,4/5/2018,9/23/2022
,519952,177973,,,1250,91ST AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 02/10/2010, HUD100111yy",,,,044-4954-024-01,,P,1926,o33117d3,4/5/2018,9/23/2022
,520143,177969,,,1256,91ST AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 02/10/2010, HUD100111xx",,,,044-4594-025-01,,P,1949,o35116c7,4/5/2018,9/23/2022
,520230,177830,,,1007,92ND AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 02/10/2010, HUD100111Hh",,,,044-4958-011-00,,P,1920,,4/5/2018,9/23/2022
01-009975,505026,112514,,,1101,92ND AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 09/02/1997, DOE-01-97-0028-0000 | 6Y, 09/02/1997, HUD970825F",,,,,,P,1943,,4/5/2018,9/23/2022
,520242,177843,,,1102,92ND AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 02/10/2010, HUD100111Ii",,,,044-4983-033-00,,P,1906,,4/5/2018,9/23/2022
,520139,177965,,,1223,92ND AVE,OAKLAND,ALAMEDA,94603,,B ST (Corridor),"6Y, 02/10/2010, HUD100111ww",,,,044-4954-012-00,,P,1924,o34120h4,4/5/2018,9/23/2022
01-001343,490493,93603,PACIFIC GAS & ELECTRIC COMPANY ELMHURST SUBSTATION,01-4623-009^Survey Number | PACIFIC GAS & ELECTRIC COMPANY ELMHURST SUBSTATION I^Other Name,1340,92ND AVE,OAKLAND,ALAMEDA,94603,,,"6Z, 09/30/1995, 4623-4768-0000 | 7R, 09/30/1994, 4623-1698-0000",,,,044-4965-019-00,,P,1925,o37122g3,4/5/2018,9/23/2022
01-001344,490494,93604,LOCKYER ROOFING WAREHOUSE,01-4623-009^Survey Number,1361,92ND AVE,OAKLAND,ALAMEDA,94603,,,"6Z, 09/30/1995, 4623-4769-0000 | 7R, 09/30/1994, 4623-1699-0000",,,,044-4952-008-00,,P,1946,o37122g3,4/5/2018,9/23/2022
,512889,185251,,,1608,92ND AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 09/15/2010, HUD100907aa",,,,046-5434-002-00,,P,1923,,4/5/2018,9/23/2022
01-009957,504826,112264,,,2104,92ND AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 08/14/1997, DOE-01-97-0012-0000 | 6Y, 08/14/1997, HUD970808C",,,,,,P,1912,o37121c8,4/5/2018,9/23/2022
01-009929,502228,108981,,,2206,92ND AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 06/23/1997, HUD970609B | 6Y, 09/15/2010, HUD100907s",,,,046-5473-002-00,,P,1914,,4/5/2018,9/23/2022
01-005816,468765,66627,DRUGE BROS MANUFACTURING AIR VALVE FACTORY,01-4623-009^Survey Number,888,92ND AVE,OAKLAND,ALAMEDA,94603,,,"5S2, 09/30/1995, 4623-4767-0000 | 6Y, 05/23/1988, HUD880421D | 7R, 09/30/1994, 4623-1697-0000",,,,044-4988-006-01,,P,1929-1967,o37122g3,4/5/2018,9/23/2022
01-006811,476823,76840,,,1420,92ND ST,OAKLAND,ALAMEDA,,,,"6Y, 05/18/1992, HUD920414C",,,,,,U,1910,,4/5/2018,9/23/2022
01-006997,479705,80948,,,1310,93RD AVE,OAKLAND,ALAMEDA,,,,"6Y, 04/28/1993, HUD930317A",,,,,,U,1916,o38122a3,4/5/2018,9/23/2022
,520220,177820,,,1315,93RD AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 02/10/2010, HUD100111Gg",,,,044-4965-014-00,,P,1916,,4/5/2018,9/23/2022
01-008036,485965,88032,,,1321,93RD AVE,OAKLAND,ALAMEDA,,,,"6Y, 03/09/1994, HUD940131F",,,,,,P,1922,,4/5/2018,9/23/2022
01-008631,498469,104353,,,1342,93RD AVE,OAKLAND,ALAMEDA,,,,"6Y, 10/22/1996, HUD961001B",,,,,,P,1927,,4/5/2018,9/23/2022
01-009719,500306,106526,,,1357,93RD AVE,OAKLAND,ALAMEDA,94603,,,"7R, 01/27/1997, 4623-3403-0000",,,,044 4965 008 00,,P,1900,,4/5/2018,9/23/2022
01-010417,570324,127853,,,1363,93RD AVE,OAKLAND,ALAMEDA,,,,"6Y, 03/15/2001, DOE-01-01-0007-0000 | 6Y, 03/15/2001, HUD010213C",,,,,,P,1914,,4/5/2018,9/23/2022
,513598,184527,,,1231,94TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 09/15/2010, HUD100907ST",,,,044-4963-009-00,,P,1915,,4/5/2018,9/23/2022
,513604,184533,,,1267,94TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 09/15/2010, HUD100907GH",,,,044-4963-004-05,,P,1960,,4/5/2018,9/23/2022
,512187,185987,,,1308,94TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 03/24/2010, HUD100225U",,,,044-4967-017-00,,P,1920,,4/5/2018,9/23/2022
,517039,181548,,,1425,94TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 03/09/2011, HUD110113A",,,,,,,,o38122a3,4/5/2018,9/23/2022
,517040,181549,,,1430,94TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 03/09/2011, HUD110113A",,,,,,,,o38122a3,4/5/2018,9/23/2022
,517041,181550,,,1431,94TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 03/09/2011, HUD110113A",,,,,,,,o38122a3,4/5/2018,9/23/2022
,512188,185988,,,1711,94TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 03/24/2010, HUD100225V",,,,046-5443-022-00,,P,1915,,4/5/2018,9/23/2022
,520213,177812,,,1830,94TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 02/10/2010, HUD100111Ff",,,,046-5447-006-00,,P,1923,,4/5/2018,9/23/2022
,520207,177806,,,2049,94TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 02/10/2010, HUD100111Ee",,,,046-5460-015-00,,P,1930,,4/5/2018,9/23/2022
,660670,,,,2335,94TH AVE,OAKLAND,Alameda,94603,,,"6Y, 09/23/2010, HUD100830ii",,,,,,,,,7/28/2020,9/23/2022
,520146,177972,,,2416,94TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 02/10/2010, HUD100111YY",,,,046-5488-002-00,,P,1925,o36121e4,4/5/2018,9/23/2022
01-008389,494176,98669,,,2616,94TH AVE,OAKLAND,ALAMEDA,,,,"6Y, 12/08/1995, HUD951031B",,,,,,P,1941,,4/5/2018,9/23/2022
,512896,185259,,,1336,95TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 09/15/2010, HUD100907ii",,,,044-4968-021-00,,P,1915,,4/5/2018,9/23/2022
,517042,181551,,,1427,96TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 03/09/2011, HUD110113A",,,,,,,,o38122a3,4/5/2018,9/23/2022
,512189,185989,,,1900,96TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 03/24/2010, HUD100225W",,,,046-5455-001-00,,P,1925,,4/5/2018,9/23/2022
01-009032,499247,105187,,,2032,96TH AVE,OAKLAND,ALAMEDA,,,,"6Y, 11/05/1996, HUD961007C",,,,,,P,1924,,4/5/2018,9/23/2022
01-006793,475899,75424,,,1227,97TH ST,OAKLAND,ALAMEDA,,,,"6Y, 03/23/1992, HUD920225D",,,,,,U,1915,,4/5/2018,9/23/2022
01-009897,500506,106885,98TH AVENUE BRIDGE,,,98TH AVE,OAKLAND,ALAMEDA,,,,"6Y, 02/21/1997, DOE-01-97-0073-0000 | 6Y, 02/21/1997, FAA960912A",,,,,,,,,4/5/2018,9/23/2022
,674968,,,,1039,98th Ave,Oakland,Alameda,94603,,,"6Y, 06/09/2014, FCC_2014_0509_002",,,,044-4989-010-04,,,1954,o37122g2,4/5/2018,9/23/2022
01-003946,413775,10977,ELMHURST FRENCH LAUNDRY BUILDING,01-4623-003^Survey Number,1152,98TH AVE,OAKLAND,ALAMEDA,94603,,,"3S, , 4623-0054-0000",,,,44 4975 1,,P,1904,o37122g3 | o37122h3,4/5/2018,9/23/2022
01-003948,413777,10979,ALICE AND E H MOOR HOUSE,01-4623-003^Survey Number,1176,98TH AVE,OAKLAND,ALAMEDA,94603,,,"3S, , 4623-0056-0000",,,,44 4975 4,,P,1895,o37122g3 | o37122h3,4/5/2018,9/23/2022
01-003949,413778,10980,JANE JONES HOUSE,01-4623-003^Survey Number,1200,98TH AVE,OAKLAND,ALAMEDA,94603,,,"3S, , 4623-0057-0000",,,,44 4973,,P,1893,o37122g3 | o37122h3,4/5/2018,9/23/2022
01-007019,480406,81706,,,1211,98TH AVE,OAKLAND,ALAMEDA,,,,"6Y, 05/18/1993, HUD930419G",,,,,,U,1910,o37122g3,4/5/2018,9/23/2022
01-008532,497520,103244,,,1251,98TH AVE,OAKLAND,ALAMEDA,,,,"6Y, 08/19/1996, HUD960524B",,,,,,P,1938,,4/5/2018,9/23/2022
,513355,184686,,,1309,98TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 09/15/2010, HUD100907tt",,,,044-4970-015-00,,P,1918,o34116h8,4/5/2018,9/23/2022
01-003950,413779,10981,,,1314,98TH AVE,OAKLAND,ALAMEDA,94603,,,"3S, , 4623-0058-0000",,,,44 45973 26,,P,1893,o37122g3 | o37122h3,4/5/2018,9/23/2022
01-003951,413780,10982,ELMHURST UNITED PRESBYTERIAN CHURCH,01-4623-003^Survey Number,1332,98TH AVE,OAKLAND,ALAMEDA,94603,,,"3S, , 4623-0059-0000",,,,44 4971 3,,P,1893,o37122g3 | o37122h3,4/5/2018,9/23/2022
01-008394,494407,99094,,,1416,98TH AVE,OAKLAND,ALAMEDA,,,,"6Y, 01/02/1996, HUD951113G",,,,,,,1908,,4/5/2018,9/23/2022
,513351,184681,,,1422,98TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 09/15/2010, HUD100907oo",,,,046-5425-015-02,,P,1950,o34116h8,4/5/2018,9/23/2022
01-006737,474055,73195,,,1531,98TH AVE,OAKLAND,ALAMEDA,,,,"6Y, 10/23/1991, HUD910916F",,,,,,U,1930,,4/5/2018,9/23/2022
01-010334,573767,123720,,,1739,98TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 12/30/1999, DOE-01-99-0075-0000 | 6Y, 12/30/1999, HUD991122M",,,,,,P,1940,,4/5/2018,9/23/2022
,512197,186000,,,2017,98TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 03/24/2010, HUD100225KK",,,,046-5462-019-00,,P,1928,,4/5/2018,9/23/2022
01-010105,507008,114852,,,2045,98TH AVE,OAKLAND,ALAMEDA,94603,,SUNNYSIDE (Corridor),"6Y, 03/12/1998, DOE-01-98-0015-0000 | 6Y, 03/12/1998, HUD980115G",,,,,,P,,,4/5/2018,9/23/2022
,513120,184857,,,353,98TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 09/15/2010, HUD100823v",,,,045-5298-008-00,,P,1942,,4/5/2018,9/23/2022
01-006759,474737,73938,,,409,98TH AVE,OAKLAND,ALAMEDA,,,,"6Y, 11/13/1991, HUD911015X",,,,,,U,1915,,4/5/2018,9/23/2022
,513323,184771,,,475,98TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 09/15/2010, HUD100823V",,,,045-5301-003-00,,P,1942,,4/5/2018,9/23/2022
01-001345,490495,93605,BARR FOODS INCORPORATED - GRANNY GOOSE FACTORY,01-4623-009^Survey Number,916,98TH AVE,OAKLAND,ALAMEDA,94603,,MEDFORD (Corridor),"6Z, 09/30/1995, 4623-4770-0000 | 7R, 09/30/1994, 4623-1700-0000",,,,045-5229-010-04,,P,1946-1949,o37122g3,4/5/2018,9/23/2022
01-001346,490496,93606,STANDARD BRANDS OF CALIFORNIA YEAST COMPANY,01-4623-009^Survey Number,921,98TH AVE,OAKLAND,ALAMEDA,94603,,S LEANDRO (Corridor),"5S2, 09/30/1995, 4623-4771-0000 | 7R, 09/30/1994, 4623-1701-0000",,,,044-4989-011-02,,P,1934-1954,o37122g3,4/5/2018,9/23/2022
,681367,,1320 99th Ave,,1320,99th Ave,Oakland,Alameda,94603,,,"6Y, 08/19/2013, HUD_2013_0819_022",,,,044-4972-033-00,,,1945,o37122g3,5/18/2020,9/23/2022
01-009720,500307,106527,,,1329,99TH AVE,OAKLAND,ALAMEDA,94603,,,"7R, 01/27/1997, 4623-3404-0000",,,,044 4971 010 00,,P,1860,,4/5/2018,9/23/2022
01-008479,496748,102140,,,1338,99TH AVE,OAKLAND,ALAMEDA,,,,"6Y, 05/01/1996, HUD960301C",,,,,,P,1937,,4/5/2018,9/23/2022
01-010112,507171,115074,,,1824,99TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 04/10/1998, DOE-01-98-0021-0000 | 6Y, 04/10/1998, HUD980209C",,,,,,P,1948,,4/5/2018,9/23/2022
01-010355,573950,123956,,,1930,99TH AVE,OAKLAND,ALAMEDA,94296,,,"6Y, 10/22/1999, DOE-55-99-0093-0000 | 6Y, 10/22/1999, HUD991022D",,,,,,P,1922,o37122h3,4/5/2018,9/23/2022
,520103,177927,,,2019,99TH AVE,OAKLAND,ALAMEDA,94603,,OLIVE ST (Corridor),"6Y, 02/10/2010, HUD100111PP",,,,046-5464-013-01,,P,1944,o37121g8,4/5/2018,9/23/2022
,512190,185990,,,2101,99TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 03/24/2010, HUD100225X",,,,046-5467-011-01,,P,1920,,4/5/2018,9/23/2022
,520222,177822,,,2308,99TH AVE,OAKLAND,ALAMEDA,94603,,,"6Y, 02/10/2010, HUD100111h",,,,047-5561-002-00,,P,1948,,4/5/2018,9/23/2022
,676810,,,,2500,99th Ave,Oakland,Alameda,94605,,,"6Y, 01/13/2017, HUD_2017_0113_001",,,,,,,1945,,1/17/2019,9/23/2022
,676522,,,,2524,99th Ave,Oakland,Alameda,94605,,,"6Y, 12/26/2013, HUD_2013_1125_017",,,,048 -5627-052-00 ,,,1940,,5/16/2018,9/23/2022
01-010191,514167,116522,,,1351,99TH ST,OAKLAND,ALAMEDA,,,,"6Y, 06/19/1998, DOE-01-98-0042-0000 | 6Y, 06/19/1998, HUD980316B",,,,,,P,1932,,4/5/2018,9/23/2022
,673002,,Port of Oakland Bldg #H-309 Ninth Avenue Terminal,,,9th Ave,Oakland,Alameda,94606,,,"2S2, 10/29/2012, COE120723A",,,,,,,1930-1951,,4/5/2018,9/23/2022
01-009816,500412,106748,CLINTON NEIGHBORHOOD DISTRICT,,,9TH AVE,OAKLAND,ALAMEDA,,,13TH AVE/E 23RD ST (Corridor),"7R, 02/10/1997, 4623-3496-9999",,,,,,P,1860-1950,,4/5/2018,9/23/2022
01-001102,490132,93263,COCHRAN & CELLI AUTO SHOWROOM AND GARAGE,01-4623-009^Survey Number,1049,9TH AVE,OAKLAND,ALAMEDA,94606,,,"5S2, 09/30/1995, 4623-4864-0000 | 7R, 09/30/1994, 4623-1457-0000",,,,019-0018-006-00,,P,1928,o37122g3,4/5/2018,9/23/2022
01-001103,490133,93264,"HUTLEY GARAGE, OFFICE AND SHOP",01-4623-009^Survey Number,1215,9TH AVE,OAKLAND,ALAMEDA,94606,,E 12TH (Corridor),"6Z, 09/30/1995, 4623-4865-0000 | 7R, 09/30/1994, 4623-1458-0000",,,,020-0121-007-00,,P,1945-1947,o37122g3,4/5/2018,9/23/2022
01-009637,500223,106422,,,1220,9TH AVE,OAKLAND,ALAMEDA,94606,,,"7R, 01/22/1997, 4623-3310-0000",,,,020 0120 013 00 E,,P,1880,,4/5/2018,9/23/2022
01-009638,500224,106423,,,1946,9TH AVE,OAKLAND,ALAMEDA,94606,,20TH (Corridor),"7R, 01/22/1997, 4623-3311-0000",,,,021 0269 001 00,,P,1880,,4/5/2018,9/23/2022
01-009639,500225,106424,PALM TERRACE,,2101,9TH AVE,OAKLAND,ALAMEDA,94606,,E 21ST ST (Corridor),"7R, 01/22/1997, 4623-3312-0000",,,,021 0282 011 00,,P,1898,,4/5/2018,9/23/2022
01-010411,570917,127055,,,2208,9TH AVE,OAKLAND,ALAMEDA,94606,,,"6Y, 06/09/2000, DOE-01-00-0028-0000 | 6Y, 06/09/2000, HUD000605C | 6Y, 09/19/2007, HUD070710C",,,,,,P,1900,o34116b3,4/5/2018,9/23/2022
01-009640,500226,106426,CAPTAIN HENRY E. NICHOLS HOUSE,,2304,9TH AVE,OAKLAND,ALAMEDA,94606,,E 23RD (Corridor),"7R, 01/22/1997, 4623-3313-0000",,,,022 0318 008 06,,P,1880,,4/5/2018,9/23/2022
01-009641,500227,106428,,,2505,9TH AVE,OAKLAND,ALAMEDA,94606,,,"7R, 01/22/1997, 4623-3314-0000",,,,022 0336 005 00,,P,1870,,4/5/2018,9/23/2022
01-004289,414118,11326,"LANDSING HOUSE AND BROMWELL CURTIS HOUSE, REAL EST","01-4623-006^Survey Number | LANDSING HOUSE AND BROMWELL CURTIS HOUSE, REAL ESTATE UNION^Other Name",,9TH ST,OAKLAND,ALAMEDA,,,MADISON ST (Corridor),"3S, , 4623-0123-9999","414,116,414,117",,,,,P,1878-1879,o36121h8 | o37122g3,4/5/2018,9/23/2022
01-004560,414389,11598,MADISON PARK APARTMENTS,01-4623-006^Survey Number,100,9TH ST,OAKLAND,Alameda,94607,,,"1S, 01/01/1984, 4623-0174-0000 | 1S, 04/01/1982, NPS-82002164-0000 | 7J, 08/05/1993, 537.9-01-0069",,,,2 85 12,,,1908,o37121b6 | o37122g3,4/5/2018,9/23/2022
01-004287,414116,11324,GARRETT L. LANSING HOUSE,01-4623-006^Survey Number,138,9TH ST,OAKLAND,ALAMEDA,94607,,,"3D, , 4623-0123-0001",,414118,,2 85 14,,P,1878,o36121h8 | o37122g3,4/5/2018,9/23/2022
01-006544,473415,72389,"PRIEST SPECULATION-BUILT HOUSE, LINCOLN-WIEKING HO","01-4623-002^Survey Number | 01-4623-008^Survey Number | PRIEST SPECULATION-BUILT HOUSE, LINCOLN-WIEKING HOUSE^Other Name",1405,9TH ST,OAKLAND,ALAMEDA,94607,,,"2D2, 10/05/1990, DOE-01-90-0001-0511 | 2D2, 10/05/1990, FHWA900927X | 3D, 02/01/1990, 4623-0252-0511 | 3D, 10/05/1990, 4623-0284-0046",,472543,,4-67-8-0,,P,1889,o37122g3,4/5/2018,9/23/2022
01-006545,473417,72391,O'BRIEN HOUSE,01-4623-002^Survey Number | 01-4623-008^Survey Number,1406,9TH ST,OAKLAND,ALAMEDA,94607,,,"2D2, 10/05/1990, DOE-01-90-0001-0512 | 2D2, 10/05/1990, FHWA900927X | 3D, 02/01/1990, 4623-0252-0512 | 3D, 10/05/1990, 4623-0284-0047",,472543,,4-65-12-1,,P,1886,o37122g3,4/5/2018,9/23/2022
